Unnamed: 0,time,value,sensor_id
367.0,2025-03-11 17:34:13.125647+00:00,57.0,ef_speed
368.0,2025-03-11 17:34:13.166815+00:00,57.0,sf_speed
369.0,2025-03-11 17:34:14.427576+00:00,58.0,ef_speed
370.0,2025-03-11 17:34:14.474228+00:00,58.0,sf_speed
371.0,2025-03-11 17:34:14.528286+00:00,57.0,ef_speed
372.0,2025-03-11 17:34:14.571266+00:00,57.0,sf_speed
373.0,2025-03-11 17:34:14.928245+00:00,56.0,ef_speed
374.0,2025-03-11 17:34:14.970585+00:00,56.0,sf_speed
375.0,2025-03-11 17:34:15.028804+00:00,57.0,ef_speed
376.0,2025-03-11 17:34:15.071707+00:00,57.0,sf_speed
377.0,2025-03-11 17:34:15.529426+00:00,56.0,ef_speed
378.0,2025-03-11 17:34:15.573792+00:00,56.0,sf_speed
379.0,2025-03-11 17:34:16.230974+00:00,55.0,ef_speed
380.0,2025-03-11 17:34:16.273725+00:00,55.0,sf_speed
381.0,2025-03-11 17:34:16.434408+00:00,56.0,ef_speed
382.0,2025-03-11 17:34:16.475677+00:00,56.0,sf_speed
383.0,2025-03-11 17:34:16.531624+00:00,55.0,ef_speed
384.0,2025-03-11 17:34:16.582867+00:00,55.0,sf_speed
385.0,2025-03-11 17:34:16.933021+00:00,54.0,ef_speed
386.0,2025-03-11 17:34:16.974373+00:00,54.0,sf_speed
387.0,2025-03-11 17:34:17.236436+00:00,55.0,ef_speed
388.0,2025-03-11 17:34:17.277624+00:00,55.0,sf_speed
389.0,2025-03-11 17:34:17.533389+00:00,54.0,ef_speed
390.0,2025-03-11 17:34:17.575045+00:00,54.0,sf_speed
391.0,2025-03-11 17:34:18.534645+00:00,53.0,ef_speed
392.0,2025-03-11 17:34:18.576629+00:00,53.0,sf_speed
393.0,2025-03-11 17:34:18.634960+00:00,54.0,ef_speed
394.0,2025-03-11 17:34:18.676975+00:00,54.0,sf_speed
395.0,2025-03-11 17:34:18.735232+00:00,53.0,ef_speed
396.0,2025-03-11 17:34:18.777247+00:00,53.0,sf_speed
397.0,2025-03-11 17:34:19.235851+00:00,52.0,ef_speed
398.0,2025-03-11 17:34:19.276847+00:00,52.0,sf_speed
399.0,2025-03-11 17:34:19.336059+00:00,53.0,ef_speed
400.0,2025-03-11 17:34:19.377328+00:00,53.0,sf_speed
401.0,2025-03-11 17:34:19.536209+00:00,52.0,ef_speed
402.0,2025-03-11 17:34:19.577673+00:00,52.0,sf_speed
403.0,2025-03-11 17:34:19.692357+00:00,961.7,power
404.0,2025-03-11 17:34:19.733935+00:00,961.7,power
405.0,2025-03-11 17:34:19.777425+00:00,961.7,power
406.0,2025-03-11 17:34:19.820560+00:00,963.0,power
407.0,2025-03-11 17:34:19.863238+00:00,963.0,power
408.0,2025-03-11 17:34:19.906626+00:00,963.0,power
409.0,2025-03-11 17:34:19.949154+00:00,963.0,power
410.0,2025-03-11 17:34:19.992415+00:00,963.0,power
411.0,2025-03-11 17:34:20.035759+00:00,963.0,power
412.0,2025-03-11 17:34:20.079337+00:00,963.0,power
413.0,2025-03-11 17:34:20.122204+00:00,956.0,power
414.0,2025-03-11 17:34:20.165493+00:00,956.0,power
415.0,2025-03-11 17:34:20.208761+00:00,956.0,power
416.0,2025-03-11 17:34:20.251177+00:00,956.0,power
417.0,2025-03-11 17:34:20.293908+00:00,965.3,power
418.0,2025-03-11 17:34:20.338746+00:00,965.3,power
419.0,2025-03-11 17:34:20.381554+00:00,965.3,power
420.0,2025-03-11 17:34:20.426454+00:00,965.3,power
421.0,2025-03-11 17:34:20.469351+00:00,965.3,power
422.0,2025-03-11 17:34:20.512167+00:00,965.3,power
423.0,2025-03-11 17:34:20.554554+00:00,965.3,power
424.0,2025-03-11 17:34:20.597354+00:00,823.5,power
425.0,2025-03-11 17:34:20.640891+00:00,823.5,power
426.0,2025-03-11 17:34:20.683572+00:00,823.5,power
427.0,2025-03-11 17:34:20.726339+00:00,823.5,power
428.0,2025-03-11 17:34:20.769293+00:00,917.0,power
429.0,2025-03-11 17:34:20.811842+00:00,917.0,power
430.0,2025-03-11 17:34:20.854321+00:00,917.0,power
431.0,2025-03-11 17:34:20.896763+00:00,917.0,power
432.0,2025-03-11 17:34:20.939451+00:00,917.0,power
433.0,2025-03-11 17:34:20.984891+00:00,917.0,power
434.0,2025-03-11 17:34:21.026960+00:00,917.0,power
435.0,2025-03-11 17:34:21.071695+00:00,914.8,power
436.0,2025-03-11 17:34:21.113427+00:00,914.8,power
437.0,2025-03-11 17:34:21.158119+00:00,914.8,power
438.0,2025-03-11 17:34:21.202918+00:00,914.8,power
439.0,2025-03-11 17:34:21.245203+00:00,914.8,power
440.0,2025-03-11 17:34:21.289220+00:00,914.6,power
441.0,2025-03-11 17:34:21.331268+00:00,914.6,power
442.0,2025-03-11 17:34:21.340363+00:00,51.0,ef_speed
443.0,2025-03-11 17:34:21.378858+00:00,914.6,power
444.0,2025-03-11 17:34:21.384878+00:00,51.0,sf_speed
445.0,2025-03-11 17:34:21.423714+00:00,914.6,power
446.0,2025-03-11 17:34:21.442559+00:00,52.0,ef_speed
447.0,2025-03-11 17:34:21.469438+00:00,914.6,power
448.0,2025-03-11 17:34:21.487905+00:00,52.0,sf_speed
449.0,2025-03-11 17:34:21.520532+00:00,914.6,power
450.0,2025-03-11 17:34:21.565652+00:00,913.0,power
