time,value,sensor_id
2024-12-07 13:14:00.024634+00:00,1105.4,power
2024-12-07 13:14:00.069724+00:00,1105.4,power
2024-12-07 13:14:00.114367+00:00,1105.4,power
2024-12-07 13:14:00.157142+00:00,1117.1,power
2024-12-07 13:14:00.199763+00:00,1117.1,power
2024-12-07 13:14:00.244874+00:00,1117.1,power
2024-12-07 13:14:00.291559+00:00,1117.1,power
2024-12-07 13:14:00.333114+00:00,1117.1,power
2024-12-07 13:14:00.375509+00:00,1117.1,power
2024-12-07 13:14:00.417793+00:00,1115.7,power
2024-12-07 13:14:00.460115+00:00,1115.7,power
2024-12-07 13:14:00.503586+00:00,1115.7,power
2024-12-07 13:14:00.545885+00:00,1115.7,power
2024-12-07 13:14:00.588320+00:00,1115.7,power
2024-12-07 13:14:00.632541+00:00,1127.6,power
2024-12-07 13:14:00.675955+00:00,1127.6,power
2024-12-07 13:14:00.718545+00:00,1127.6,power
2024-12-07 13:14:00.762045+00:00,1127.6,power
2024-12-07 13:14:00.804481+00:00,1127.6,power
2024-12-07 13:14:00.848216+00:00,1127.6,power
2024-12-07 13:14:00.893151+00:00,1127.6,power
2024-12-07 13:14:00.935991+00:00,1129.8,power
2024-12-07 13:14:00.980267+00:00,1129.8,power
2024-12-07 13:14:01.024872+00:00,1129.8,power
2024-12-07 13:14:01.067693+00:00,1129.8,power
2024-12-07 13:14:01.110702+00:00,1103.3,power
2024-12-07 13:14:01.153449+00:00,1103.3,power
2024-12-07 13:14:01.196560+00:00,1103.3,power
2024-12-07 13:14:01.238681+00:00,1103.3,power
2024-12-07 13:14:01.282438+00:00,1103.3,power
2024-12-07 13:14:01.327680+00:00,1103.3,power
2024-12-07 13:14:01.372095+00:00,1103.3,power
2024-12-07 13:14:01.414711+00:00,1119.7,power
2024-12-07 13:14:01.456783+00:00,1119.7,power
2024-12-07 13:14:01.499711+00:00,1119.7,power
2024-12-07 13:14:01.544714+00:00,1119.7,power
2024-12-07 13:14:01.587369+00:00,1113.4,power
2024-12-07 13:14:01.630299+00:00,1113.4,power
2024-12-07 13:14:01.672995+00:00,1113.4,power
2024-12-07 13:14:01.716389+00:00,1113.4,power
2024-12-07 13:14:01.759278+00:00,1113.4,power
2024-12-07 13:14:01.801773+00:00,1113.4,power
2024-12-07 13:14:01.844260+00:00,1113.4,power
2024-12-07 13:14:01.891500+00:00,1116.1,power
2024-12-07 13:14:01.934081+00:00,1116.1,power
2024-12-07 13:14:01.978567+00:00,1116.1,power
2024-12-07 13:14:10.641884+00:00,1116.1,power
2024-12-07 13:14:10.683116+00:00,1116.1,power
2024-12-07 13:14:10.727092+00:00,1115.4,power
2024-12-07 13:14:10.772368+00:00,1115.4,power
2024-12-07 13:14:10.815821+00:00,1115.4,power
2024-12-07 13:14:10.859050+00:00,1115.4,power
2024-12-07 13:14:10.902349+00:00,1115.4,power
2024-12-07 13:14:10.945515+00:00,1115.4,power
2024-12-07 13:14:10.989156+00:00,1105.4,power
2024-12-07 13:14:11.032753+00:00,1105.4,power
2024-12-07 13:14:11.075303+00:00,1105.4,power
2024-12-07 13:14:11.118095+00:00,1105.4,power
2024-12-07 13:14:11.160812+00:00,1105.4,power
2024-12-07 13:14:11.203390+00:00,1111.5,power
2024-12-07 13:14:11.245697+00:00,1111.5,power
2024-12-07 13:14:11.287913+00:00,1111.5,power
2024-12-07 13:14:11.330820+00:00,1111.5,power
2024-12-07 13:14:11.373318+00:00,1111.5,power
2024-12-07 13:14:11.416354+00:00,1111.5,power
2024-12-07 13:14:11.459777+00:00,1111.5,power
2024-12-07 13:14:11.503281+00:00,1117.5,power
2024-12-07 13:14:11.546997+00:00,1117.5,power
2024-12-07 13:14:11.590362+00:00,1117.5,power
2024-12-07 13:14:11.633055+00:00,1117.5,power
2024-12-07 13:14:11.677866+00:00,1128.2,power
2024-12-07 13:14:11.720695+00:00,1128.2,power
2024-12-07 13:14:11.766469+00:00,1128.2,power
2024-12-07 13:14:11.809283+00:00,1128.2,power
2024-12-07 13:14:11.854864+00:00,1128.2,power
2024-12-07 13:14:11.897611+00:00,1128.2,power
2024-12-07 13:14:11.941148+00:00,1128.2,power
2024-12-07 13:14:11.984766+00:00,1113.2,power
2024-12-07 13:14:12.027580+00:00,1113.2,power
2024-12-07 13:14:12.070211+00:00,1113.2,power
2024-12-07 13:14:12.113124+00:00,1113.2,power
2024-12-07 13:14:12.158743+00:00,1117.2,power
2024-12-07 13:14:12.202211+00:00,1117.2,power
2024-12-07 13:14:12.245658+00:00,1117.2,power
2024-12-07 13:14:12.288774+00:00,1117.2,power
2024-12-07 13:14:12.331635+00:00,1117.2,power
2024-12-07 13:14:12.374305+00:00,1117.2,power
2024-12-07 13:14:12.417091+00:00,1117.2,power
2024-12-07 13:14:12.460129+00:00,1107.4,power
2024-12-07 13:14:12.503375+00:00,1107.4,power
2024-12-07 13:14:12.546593+00:00,1107.4,power
2024-12-07 13:14:12.589779+00:00,1107.4,power
2024-12-07 13:14:12.633197+00:00,1123.3,power
2024-12-07 13:14:12.676054+00:00,1123.3,power
2024-12-07 13:14:12.719072+00:00,1123.3,power
2024-12-07 13:14:12.763968+00:00,1123.3,power
2024-12-07 13:14:12.806421+00:00,1123.3,power
2024-12-07 13:14:12.851174+00:00,1123.3,power
2024-12-07 13:14:12.894043+00:00,1123.3,power
2024-12-07 13:14:12.940339+00:00,1110.2,power
2024-12-07 13:14:12.982471+00:00,1110.2,power
2024-12-07 13:14:13.025046+00:00,1110.2,power
2024-12-07 13:14:13.068356+00:00,1110.2,power
2024-12-07 13:14:13.111114+00:00,1110.2,power
2024-12-07 13:14:13.154805+00:00,1119.4,power
2024-12-07 13:14:13.199616+00:00,1119.4,power
2024-12-07 13:14:13.242393+00:00,1119.4,power
2024-12-07 13:14:13.285425+00:00,1119.4,power
2024-12-07 13:14:13.328190+00:00,1119.4,power
2024-12-07 13:14:13.373645+00:00,1119.4,power
2024-12-07 13:14:13.416671+00:00,1112.8,power
2024-12-07 13:14:13.462143+00:00,1112.8,power
2024-12-07 13:14:13.504970+00:00,1112.8,power
2024-12-07 13:14:13.549864+00:00,1112.8,power
2024-12-07 13:14:13.592272+00:00,1112.8,power
2024-12-07 13:14:13.637295+00:00,1119.5,power
2024-12-07 13:14:13.680755+00:00,1119.5,power
2024-12-07 13:14:13.724166+00:00,1119.5,power
2024-12-07 13:14:13.766825+00:00,1119.5,power
2024-12-07 13:14:13.811480+00:00,1119.5,power
2024-12-07 13:14:13.853927+00:00,1119.5,power
2024-12-07 13:14:13.896527+00:00,1119.5,power
2024-12-07 13:14:13.939893+00:00,1116.2,power
2024-12-07 13:14:13.982130+00:00,1116.2,power
2024-12-07 13:14:14.024159+00:00,1116.2,power
2024-12-07 13:14:14.066208+00:00,1116.2,power
2024-12-07 13:14:14.110177+00:00,1118.3,power
2024-12-07 13:14:14.152337+00:00,1118.3,power
2024-12-07 13:14:14.195039+00:00,1118.3,power
2024-12-07 13:14:14.238176+00:00,1118.3,power
2024-12-07 13:14:14.281352+00:00,1118.3,power
2024-12-07 13:14:14.323848+00:00,1118.3,power
2024-12-07 13:14:14.366500+00:00,1118.3,power
2024-12-07 13:14:14.409223+00:00,1110.2,power
2024-12-07 13:14:14.451851+00:00,1110.2,power
2024-12-07 13:14:14.493714+00:00,1110.2,power
2024-12-07 13:14:14.539263+00:00,1110.2,power
2024-12-07 13:14:14.582141+00:00,1115.2,power
2024-12-07 13:14:14.625100+00:00,1115.2,power
2024-12-07 13:14:14.667604+00:00,1115.2,power
2024-12-07 13:14:14.710626+00:00,1115.2,power
2024-12-07 13:14:14.752628+00:00,1115.2,power
2024-12-07 13:14:14.795393+00:00,1115.2,power
2024-12-07 13:14:14.838288+00:00,1115.2,power
2024-12-07 13:14:14.881604+00:00,1119.3,power
2024-12-07 13:14:14.924164+00:00,1119.3,power
2024-12-07 13:14:14.967357+00:00,1119.3,power
2024-12-07 13:14:15.009809+00:00,1119.3,power
2024-12-07 13:14:15.052918+00:00,1114.8,power
2024-12-07 13:14:15.095377+00:00,1114.8,power
2024-12-07 13:14:15.141036+00:00,1114.8,power
2024-12-07 13:14:15.184229+00:00,1114.8,power
2024-12-07 13:14:15.228739+00:00,1114.8,power
2024-12-07 13:14:15.272188+00:00,1114.8,power
2024-12-07 13:14:15.314453+00:00,1114.8,power
2024-12-07 13:14:15.357044+00:00,1114.2,power
2024-12-07 13:14:15.400264+00:00,1114.2,power
2024-12-07 13:14:15.443178+00:00,1114.2,power
2024-12-07 13:14:15.486226+00:00,1114.2,power
2024-12-07 13:14:15.529244+00:00,1114.2,power
2024-12-07 13:14:15.571986+00:00,1113.1,power
2024-12-07 13:14:15.614763+00:00,1113.1,power
2024-12-07 13:14:15.657401+00:00,1113.1,power
2024-12-07 13:14:15.700266+00:00,1113.1,power
2024-12-07 13:14:15.746092+00:00,1113.1,power
2024-12-07 13:14:15.788644+00:00,1113.1,power
2024-12-07 13:14:15.833547+00:00,1125.9,power
2024-12-07 13:14:15.876392+00:00,1125.9,power
2024-12-07 13:14:15.921304+00:00,1125.9,power
2024-12-07 13:14:15.963704+00:00,1125.9,power
2024-12-07 13:14:16.007052+00:00,1125.9,power
2024-12-07 13:14:16.049509+00:00,1119.0,power
2024-12-07 13:14:16.092095+00:00,1119.0,power
2024-12-07 13:14:16.134303+00:00,1119.0,power
2024-12-07 13:14:16.177012+00:00,1119.0,power
2024-12-07 13:14:16.219296+00:00,1119.0,power
2024-12-07 13:14:16.261529+00:00,1119.0,power
2024-12-07 13:14:16.303909+00:00,1119.0,power
2024-12-07 13:14:16.346434+00:00,1114.4,power
2024-12-07 13:14:16.388585+00:00,1114.4,power
2024-12-07 13:14:16.431205+00:00,1114.4,power
2024-12-07 13:14:16.473442+00:00,1114.4,power
2024-12-07 13:14:16.515883+00:00,1113.1,power
